小区名称,均价,区域,板块,地址,物业公司,开发商,楼栋总数,房屋总数,经度_百度坐标,纬度_百度坐标,经度_WGS1984坐标,纬度_WGS1984坐标,metro,year,buildingType,propertyExpense
舒心苑,29962,武昌,水果湖,(武昌水果湖)水果湖路29号,街道办事处（居委会）代管物业,武汉市恒胜置业有限公司,1,180,114.352441,30.55376,114.340520322644,30.5498676786364,4,2000,1,0.6
双湖桥小区,29983,武昌,水果湖,(武昌水果湖)白鹭街双湖桥小区,业主自筹物业,武汉市市政建设集团有限公司,4,145,114.357285,30.555945,114.345371852987,30.5519939350702,4,2000,1,0.6
王府花园,30106,江岸,育才花桥,(江岸育才花桥)三眼桥路26号,武汉兴业物业管理有限公司,武汉市政和实业有限公司,4,625,114.29225,30.612948,114.28025570882,30.6096370044621,3,2005,1,1.2
永清庭苑,30114,江岸,黄埔永清,(江岸黄埔永清)永清路43号,武汉城开物业有限责任公司,武汉城开房地产开发有限公司,5,440,114.305435,30.619074,114.293399205991,30.6158327346728,8,2002,1,1.2
放鹰台社区,30124,武昌,水果湖,(武昌水果湖)惠明路14-3号,街道办事处（居委会）代管物业,武汉市市政建设集团有限公司,17,482,114.353569,30.554425,114.341650614592,30.5505173746354,4,2001,1,0.6
百瑞景中央生活区二期西区,30129,武昌,中南丁字桥,(武昌中南丁字桥)武珞路586号,武汉万嘉弘泰物业服务有限公司,中铁大桥局集团武汉地产有限公司,10,934,114.34290602054,30.527713794131,114.330941822987,30.5239832086198,2,2011,3,2.2
沙湖公馆,30144,武昌,沙湖,(武昌沙湖)团结大道沙湖公馆,武汉市福星惠誉物业管理有限公司,武汉福星惠誉房地产有限责任公司,3,412,114.33865563716,30.577978466038,114.326709189164,30.5743222895713,7,2012,3,2.0
华润置地凤凰城,30145,武昌,积玉桥,(武昌积玉桥)和平大道18号,华润置地（武汉）物业管理有限公司,华润置地（武汉）发展有限公司,10,1021,114.31472833496,30.562374748858,114.30272140656,30.5591168637654,2,2006,2,1.8
锦江国际城,30195,武昌,积玉桥,(武昌积玉桥)临江大道55号,越秀第一太平戴维斯（武汉）物业服务有限公司,武汉天实房地产开发有限公司,6,1154,114.31472663613,30.56827373158,114.302722328888,30.5650145933115,2,2005,3,1.98
泛海国际居住区樱海园,30196,江汉,CBD西北湖,(江汉CBD西北湖)常青路王家墩泛海国际居住区樱海园,泛海物业管理有限公司武汉分公司,武汉中央商务区建设投资股份有限公司,9,1477,114.258089,30.609854,114.246238530731,30.6060290055986,3,2011,1,2.85
绿地国际金融城二期,30199,武昌,积玉桥,(武昌积玉桥)和平大道840号,长城物业集团股份有限公司武汉分公司,武汉绿地滨江置业有限公司,12,1694,114.32900128926,30.585167562866,114.317022307486,30.5816963003813,7,2013,3,5.75
绿地中央广场三期,30226,汉阳,四新,(汉阳四新)江城大道366号,长城物业集团股份有限公司武汉分公司,绿地地产集团武汉置业有限公司,65,309,114.222952,30.52099,114.210994389801,30.517333952727,0,2015,3,3.5
橡树湾二期,30276,武昌,杨园,(武昌杨园)铁机路5号到7号,华润置地（武汉）物业管理有限公司,华润置地（武汉）房地产有限公司,6,1464,114.354162,30.616958,114.342220443113,30.6130142801125,0,2013,3,41.24
东一路24号,30284,武昌,水果湖,(武昌水果湖)东一路24号,暂无信息,暂无信息,1,36,114.347853,30.549519,114.335919355422,30.5456977404375,2,0,1,-1.0
高知公寓,30347,武昌,水果湖,(武昌水果湖)东一路23号,街道办事处（居委会）代管物业,暂无信息,1,64,114.347947,30.546945,114.336011214674,30.5431223546668,2,2001,1,0.6
同心大厦,30405,武昌,水果湖,(武昌水果湖)水果湖街东湖路58号,街道办事处（居委会）代管物业,无开发商,1,84,114.351795,30.556201,114.339875217055,30.5523175520105,4,2001,2,1.0
东一路15号,30494,武昌,水果湖,(武昌水果湖)东一路15号,暂无信息,暂无信息,1,12,114.349643,30.548111,114.337712059045,30.5442607190036,2,0,2,-1.0
都会轩,30528,江汉,前进江汉,(江汉前进江汉)京汉大道都会轩,和记黄埔,和记黄埔地产(武汉江汉北)有限公司,3,608,114.292933,30.589203,114.280959924681,30.5859144909543,1,2012,2,4.5
长航宿舍(江岸),30529,江岸,黄埔永清,"(江岸黄埔永清)胜利街347号, 卢沟桥路3号",暂无信息,暂无信息,1,36,114.316345,30.610919,114.304315647598,30.6076216793821,8,1992,1,0.6
国税局宿舍(武昌),30547,武昌,楚河汉街,(武昌楚河汉街)周家墩12号国税局宿舍,无物业管理服务,武汉市市政建设集团有限公司,4,208,114.342591,30.55734,114.330649940787,30.5536125415919,4,2004,1,0.6
卢沟桥路3号长航宿舍,30550,江岸,黄埔永清,(江岸黄埔永清)卢沟桥路3号,暂无信息,暂无信息,1,14,114.318357,30.612042,114.306328885884,30.6087210687681,8,2000,1,-1.0
水生科技苑,30553,武昌,街道口,(武昌街道口)天鹅路特1号,单位代管物业,湖北居安房地产开发有限公司,6,289,114.360932,30.550498,114.349015364601,30.5465163088435,0,2005,1,2.0
时代豪苑,30558,江岸,三阳路,(江岸三阳路)沿江大道160号,香港九龙仓物业管理有限公司,汉龙实业综合开发( 武汉 )有限公司,5,1322,114.30797253334,30.591528276286,114.295961936017,30.5883004082957,0,2007,3,2.8
绿地国际金融城一期,30561,武昌,积玉桥,"(武昌积玉桥)和平大道515号, 和平大道840号",长城物业集团股份有限公司武汉分公司,武汉绿地滨江置业有限公司,11,3012,114.33033377566,30.58738599077,114.318357358171,30.5838886900079,0,2012,3,3.5
滨江苑二期,30600,江岸,黄埔永清,(江岸黄埔永清)二七街沿江大道滨江苑二期,业主自筹物业,武汉泓江房屋建设有限公司,6,621,114.327833,30.624946,114.315813967806,30.6214714973123,1,2004,3,1.5
中城国际,30633,江岸,三阳路,(江岸三阳路)公安路1号,武汉招商局物业管理有限公司,武汉中城地产开发有限公司,7,1626,114.30628308481,30.600790118207,114.294265279503,30.5975600559914,1,2012,1,2.0
湖北省外事侨务办宿舍,30651,武昌,水果湖,(武昌水果湖)八一路9号,无物业管理服务,暂无信息,1,82,114.345913,30.5492,114.333974255408,30.5454122502958,2,0,1,-1.0
水果湖43号,30656,武昌,水果湖,(武昌水果湖)水果湖43号,暂无信息,暂无信息,1,56,114.351761,30.554036,114.339839399328,30.5501532742193,0,2005,1,-1.0
金榜名苑,30657,武昌,首义,(武昌首义)彭刘杨路228号,武汉东木物业管理有限公司,武汉金发置业有限责任公司,4,558,114.306549,30.544663,114.294529331853,30.5414512377197,4,2004,1,0.8
保利十二橡树庄园,30671,东湖高新,三环南,(东湖高新三环南)保利北路1号,武汉保利物业管理有限公司,保利（武汉）房地产开发有限公司,175,236,114.380839,30.45547,114.368899953481,30.4515674553013,0,2007,3,3.2
东湖路80号,30686,武昌,水果湖,(武昌水果湖)东湖路80号,无物业管理服务,武汉市市政建设集团有限公司,1,56,114.352053,30.556512,114.340133906102,30.5526248327097,4,0,1,-1.0
泛海国际松海园,30700,江汉,CBD西北湖,(江汉CBD西北湖)淮海路泛海国际松海园,泛海物业管理武汉有限公司,武汉中央商务区建设投资股份有限公司,7,888,114.242574,30.607559,114.230722527132,30.6036751483071,7,2015,3,2.9
百瑞景御院,30731,武昌,中南丁字桥,(武昌中南丁字桥)中南路街宝通寺路35号,武汉万嘉弘泰物业服务有限公司,中铁大桥局集团武汉地产有限公司,15,82,114.34269,30.530751,114.330726894814,30.5270240470415,2,2015,0,3.0
中国铁建1818中心,30734,武昌,楚河汉街,(武昌楚河汉街)中北路109号,中铁建（北京）物业管理有限公司武汉分公司,湖北博瀚置业有限公司,8,2039,114.346167,30.559157,114.334237108657,30.5553637286988,4,2013,3,2.8
万科金域湖庭,30865,江岸,台北香港路,(江岸台北香港路)高雄路26号,武汉市万科物业服务有限公司,武汉万科鲩子湖房地产有限公司,1,333,114.293194,30.602893,114.281206983128,30.5995988118449,6,2016,1,3.5
武汉建筑材料工业设计研究院,30872,武昌,水果湖,(武昌水果湖)东湖路17号,暂无信息,暂无信息,3,83,114.349232,30.556114,114.337307121951,30.5522695206593,4,0,1,-1.0
东湖路82号,30879,武昌,水果湖,(武昌水果湖)东湖路82号,无物业管理服务,武汉市市政建设集团有限公司,1,48,114.352174,30.556893,114.340255405207,30.5530040755477,4,1998,1,2.0
洪山侧路18号,30918,武昌,水果湖,(武昌水果湖)洪山侧路18号,暂无信息,暂无信息,1,48,114.353785,30.547346,114.341860639717,30.5434361565116,0,0,1,-1.0
张家湾小区,30922,武昌,水果湖,"(武昌水果湖)东三路10号, 东三路20号",街道办事处（居委会）代管物业,武汉市市政建设集团有限公司,76,3579,114.353231,30.549029,114.341307384337,30.545126313877,2,1994,1,0.5
南苑村书院,30953,武昌,水果湖,(武昌水果湖)东三路15号,街道办事处（居委会）代管物业,武汉市市政建设集团有限公司,20,436,114.351545,30.545468,114.339615323593,30.5415890819679,0,1995,1,0.5
东湖路78号,30985,武昌,水果湖,(武昌水果湖)东湖路78号,街道办事处（居委会）代管物业,武汉市市政建设集团有限公司,3,120,114.353917,30.556536,114.342000799034,30.5526236293007,4,2006,1,1.5
省建设银行宿舍,31000,武昌,中南丁字桥,(武昌中南丁字桥)洪山一巷1号,无物业管理服务,武汉市市政建设集团有限公司,1,42,114.340033,30.540188,114.328069156415,30.536511323105,2,1998,1,0.8
滨江苑一期,31013,江岸,黄埔永清,(江岸黄埔永清)黄 浦路下段30到33号,武汉市公务员住宅物业管理有限责任公司,武汉泓江房屋建设有限公司,16,829,114.325246,30.621365,114.313222735797,30.6179375739376,1,1999,3,1.75
百瑞景中央生活区一期,31043,洪山,中南丁字桥,(洪山中南丁字桥)武珞路586号,武汉万嘉弘泰物业服务有限公司,中铁大桥局集团武汉地产有限公司,8,820,114.33938145371,30.525408259666,114.327405696493,30.5217461820535,0,2008,1,2.05
湖墅观止澜泊湾,31069,蔡甸,蔡甸其它,(蔡甸蔡甸其它)天鹅湖大道湖墅观止澜泊湾,武汉鸿厦物业管理有限公司,武汉鸿厦假日置业有限公司,1,1,114.121158,30.529731,114.109009115685,30.5257043212514,0,2014,1,1.2
颐和丽晶,31128,江岸,育才花桥,(江岸育才花桥)花桥一村黄孝河路8号,武汉华盈物业管理有限公司,武汉市华盈房地产开发有限公司,2,631,114.29325016074,30.618267349693,114.281246920907,30.6149636781523,3,2010,2,1.9
融科天城三期,31145,江岸,三阳路,(江岸三阳路)解放大道1155号,第一太平融科物业管理（北京）有限公司武汉分公司,融科智地（武汉）有限公司,3,568,114.304904,30.602926,114.292885686396,30.5996953832797,1,2012,3,3.5
金地国际花园,31161,武昌,积玉桥,(武昌积玉桥)和平大道300号,武汉虹景花园物业管理有限公司,金地集团武汉房地产开发有限公司,15,1982,114.31726136218,30.567413261676,114.305259211563,30.5641283714012,2,2009,3,3.08
桃山村,31194,武昌,水果湖,(武昌水果湖)洪山路62号,业主自筹物业,武汉房地产开发公司,7,474,114.356522,30.551373,114.344604398285,30.5474303586919,0,2006,3,0.57
武汉小学单位宿舍,31244,武昌,中南丁字桥,(武昌中南丁字桥)中南路5号,暂无信息,暂无信息,1,36,114.33802,30.541707,114.326051234399,30.5380698825881,2,0,0,-1.0
洪山路39号,31262,武昌,水果湖,(武昌水果湖)洪山路39号,街道办事处（居委会）代管物业,武汉市市政建设集团有限公司,1,30,114.350494,30.552084,114.33856836637,30.548220221377,2,1992,1,0.5
福星惠誉水岸国际澜桥公馆,31321,武昌,楚河汉街,(武昌楚河汉街)友谊大道福星惠誉水岸国际澜桥公馆,武汉市福星惠誉物业管理有限公司,武汉福星惠誉房地产有限责任公司,3,741,114.326485,30.572445,114.314502054866,30.5690240805347,7,2016,1,2.98
湖北省国税局宿舍,31365,武昌,楚河汉街,(武昌楚河汉街)水果湖街姚家岭122号,暂无信息,暂无信息,2,77,114.342847,30.557711,114.33090696202,30.5539786488554,4,0,3,-1.0
北环路12 13 14号,31539,武昌,水果湖,(武昌水果湖)北环路12号13号14号,暂无信息,暂无信息,3,24,114.347355,30.553826,114.335423950801,30.5500127836585,2,0,1,-1.0
海山金谷,31552,武昌,楚河汉街,(武昌楚河汉街)中北路95至101号,武汉海山金谷物业服务有限公司,无开发商,7,723,114.34525333411,30.557992321919,114.33332018296,30.5542154837087,4,2012,3,9.95
银海东湖珞珈,31570,洪山,街道口,(洪山街道口)广八路19号,暂无信息,暂无信息,3,468,114.372886,30.534574,114.360938161028,30.5305786004238,2,2013,3,-1.0
洪山路6-8号,31582,武昌,水果湖,(武昌水果湖)洪山路6-8号,暂无信息,暂无信息,1,1,114.347797,30.550374,114.33586399582,30.5465536132874,0,0,0,-1.0
待失效洪山路6-8号,31582,武昌,水果湖,(武昌水果湖)洪山路6-8号,暂无信息,暂无信息,1,1,114.347797,30.550374,114.33586399582,30.5465536132874,0,0,0,-1.0
浚安大厦,31607,江岸,三阳路,(江岸三阳路)京汉大道1103,无物业管理服务,武汉市长江航道工程局,1,110,114.310365,30.608686,114.298335712192,30.6054375012837,1,2006,2,-1.0
盛合嘉园,31613,江岸,三阳路,(江岸三阳路)六合路34号,无物业管理服务,无开发商,1,160,114.31296576926,30.60773739444,114.300937642996,30.604472889494,1,2004,2,-1.0
滨江苑三期,31765,江岸,黄埔永清,(江岸黄埔永清)沿江大道183号,武汉祥鼎物业管理有限公司,武汉泓江房屋建设有限公司,7,865,114.330269,30.628945,114.318254780311,30.6254233787927,0,2005,2,1.35
紫阳之星,31766,武昌,首义,(武昌首义)解放路229号,武汉精英物业服务有限公司,武汉市信桥置业有限公司,1,270,114.303297,30.540312,114.29127813453,30.5371004433566,4,2009,2,1.2
中南路14号27-34号,31892,武昌,中南丁字桥,(武昌中南丁字桥)中南路14号,无物业管理服务,武汉市市政建设集团有限公司,2,88,114.340346,30.542504,114.328385186714,30.5388210390218,2,0,1,-1.0
水生所宿舍,31939,武昌,街道口,(武昌街道口)东湖南路7号,业主自筹物业,武汉市市政建设集团有限公司,9,246,114.365709,30.551354,114.353790159498,30.5473499293327,0,1988,1,0.5
省工行宿舍,32012,武昌,中南丁字桥,(武昌中南丁字桥)中南路街下徐家湾路18号,业主自筹物业,武汉市市政建设集团有限公司,7,289,114.342602,30.542486,114.330647922798,30.53875959589,2,1998,1,7.75
金沙泊岸,32024,洪山,沙湖,(洪山沙湖)秦园东路与沙湖大道交汇处,武汉三镇物业管理有限公司,武汉三镇实业房地产开发有限公司,9,2495,114.357256,30.581407,114.345349613087,30.5774494571294,4,2018,1,2.95
未来家园,32025,江岸,三阳路,(江岸三阳路)京汉大道1310号,暂无信息,暂无信息,1,265,114.312029,30.609991,114.299998189326,30.6067317144688,8,0,1,-1.0
爵世嘉园,32055,硚口,集贤,(硚口集贤)武胜西街8号,新世界发展（武汉）物业管理有限公司,武汉厦华建筑装饰工程有限公司,4,258,114.271689,30.577912,114.25981873145,30.5742997423369,6,2006,1,0.8
东一路30号,32096,武昌,水果湖,(武昌水果湖)东一路30号,暂无信息,暂无信息,1,43,114.3492,30.549614,114.337269487912,30.5457706433883,2,1998,1,-1.0
红军村,32098,武昌,水果湖,"(武昌水果湖)东湖路91号, 东湖路93号, 东湖路95号",街道办事处（居委会）代管物业,无开发商,5,407,114.352169,30.557562,114.34025090246,30.5536730625763,4,1992,3,0.7
华清园,32103,江岸,三阳路,(江岸三阳路)中山大道975号,武汉岸房台北物业管理有限公司,武汉市江岸区房地产公司,6,1201,114.30800545605,30.601953701302,114.295984775662,30.5987192477181,1,2005,1,1.8
阳光城央座,32107,江汉,台北香港路,(江汉台北香港路)建设大道阳光城央座,暂无信息,武汉隆盛阳光城房地产开发有限公司,4,1589,114.290018,30.610261,114.278035591105,30.6069252838049,0,2018,3,2.8
华润中央公园别墅,32146,汉阳,七里庙,(汉阳七里庙)琴台大道388号,华润置地（武汉）物业管理有限公司,华润置地（武汉）房地产有限公司,6,84,114.24753,30.570968,114.235710519048,30.5670997531341,0,2011,0,3.5
长春街57号附2号,32193,江岸,黄埔永清,(江岸黄埔永清)长春街57号附2号,暂无信息,暂无信息,1,16,114.315929,30.611883,114.303898223153,30.6085893578022,8,0,0,-1.0
招商公园1872五期怡府,32208,汉阳,四新,(汉阳四新)江城大道招商公园1872五期怡府,武汉招商局物业管理有限公司,招商局地产（武汉）有限公司,47,1402,114.231376,30.539053,114.219480315308,30.5352773679269,0,2014,1,3.1
建筑设计院东区,32269,武昌,中南丁字桥,(武昌中南丁字桥)中南路62到64号,无物业管理服务,武汉市市政建设集团有限公司,7,194,114.341549,30.546549,114.329595547572,30.5428424390492,2,1999,3,0.5
三阳金城,32282,江岸,三阳路,(江岸三阳路)中山大道1541号,十堰金管家物业管理有限公司,武汉金发置业有限责任公司,3,1100,114.30971109252,30.60418204081,114.297686961699,30.6009397210989,1,2010,1,1.8
越秀国际金融汇,32337,江汉,武广万松园,(江汉武广万松园)精武路1号,越秀（武汉）物业服务有限公司,武汉康景实业投资有限公司,14,1417,114.283315,30.593545,114.271380472561,30.5901230842568,2,2016,3,4.8
北环路小区,32342,武昌,水果湖,(武昌水果湖)水果湖东湖路18号,街道办事处（居委会）代管物业,无开发商,30,886,114.347431,30.55458,114.335500762688,30.5507654144582,2,1992,1,1.0
水果湖路55号,32350,武昌,水果湖,(武昌水果湖)水果湖路55号,暂无信息,暂无信息,1,12,114.351668,30.554179,114.339746354668,30.550297600721,2,0,3,0.5
当代东湖壹号,32443,武昌,中北路,(武昌中北路)中北路148号,武汉东湖壹号物业管理有限公司,武汉道博物业发展有限公司,15,1504,114.364089,30.567068,114.352182306901,30.5630667342297,4,2008,3,2.26
融科天城二期,32504,江岸,三阳路,(江岸三阳路)解放大道1155号,第一太平融科物业管理（北京）有限公司武汉分公司,融科智地（武汉）有限公司,5,651,114.302411,30.602091,114.290397912651,30.5988578297762,1,2010,3,46.15
融科天城一期,32596,江岸,三阳路,(江岸三阳路)解放南路168号,第一太平融科物业管理（北京）有限公司武汉分公司,融科智地（武汉）有限公司,8,1492,114.30346579905,30.601020945203,114.291451866128,30.5977905153117,1,2008,3,1.8
省直门诊宿舍,32623,武昌,水果湖,(武昌水果湖)东二路9-13号,暂无信息,暂无信息,2,80,114.351707,30.550611,114.339782326657,30.5467293600439,2,0,1,-1.0
俊华雅苑,32635,江岸,三阳路,(江岸三阳路)四唯街解放大道1282号,武汉佳润物业管理有限公司,武汉俊华房地产开发有限公司,1,440,114.310728,30.610935,114.298696210491,30.6076830671475,8,2004,2,1.5
棋盘街26号,32646,武昌,积玉桥,(武昌积玉桥)棋盘街26号,暂无信息,暂无信息,1,80,114.320244,30.552484,114.308236540968,30.5491642543335,7,0,1,-1.0
福星惠誉水岸国际澜桥公馆二期,32667,武昌,沙湖,(武昌沙湖)友谊大道隧道口（沙湖车管所对面）,武汉市福星惠誉物业管理有限公司,武汉福星惠誉房地产有限责任公司,2,510,114.334654,30.576347,114.322695169706,30.5727708113081,7,2015,3,2.98
放鹰台二号,32672,武昌,水果湖,(武昌水果湖)白鹭街放鹰台二号,无物业管理服务,武汉市市政建设集团有限公司,1,128,114.359652,30.55549,114.347739565252,30.5515174250761,0,0,1,-1.0
洪山侧路53号,32681,武昌,水果湖,(武昌水果湖)洪山侧路53号,暂无信息,暂无信息,1,42,114.359015,30.546315,114.347094286719,30.5423485223565,0,0,1,-1.0
湖北省质量技术监督局,32703,武昌,水果湖,(武昌水果湖)东湖路3号,暂无信息,暂无信息,6,259,114.34960299467,30.558613160262,114.337680790398,30.5547624713371,4,1998,1,-1.0
金地京汉1903,32759,江岸,大智路,(江岸大智路)京汉大道853号,武汉金地物业管理有限公司,金地集团武汉房地产开发有限公司,3,584,114.29853,30.596134,114.286532405122,30.5928882162639,1,2013,2,4.2
新长江香榭东沙,32801,洪山,楚河汉街,(洪山楚河汉街)友谊大道特2号,湖北新长江物业有限公司,武汉新长江东沙地产开发有限公司,6,364,114.326974,30.560692,114.314987841412,30.5572652536275,2,2018,1,3.6
纯水岸东湖三期,32801,洪山,东湖东亭,(洪山东湖东亭)东湖生态旅游风景区欢乐大道166号,深圳市华侨城物业服务有限公司武汉分公司,武汉华侨城实业发展有限公司,8,1305,114.391728,30.593022,114.379717469881,30.5892281850139,0,2015,1,3.6
东三路15号,32835,武昌,水果湖,(武昌水果湖)东三路15号,无物业管理服务,武汉市市政建设集团有限公司,1,48,114.354667,30.54785,114.342744262421,30.5439290078098,0,1998,1,-1.0
水果湖第一中学宿舍,32846,武昌,水果湖,(武昌水果湖)东湖路89号,街道办事处（居委会）代管物业,武汉市市政建设集团有限公司,6,324,114.349946,30.557064,114.338023361752,30.5532081379524,4,1996,1,10.0
旭辉御墅,32947,东湖高新,金融港,(东湖高新金融港)高新四路与光谷一路交汇处,上海永升物业管理有限公司武汉分公司,武汉旭程置业有限公司,34,270,114.450087,30.456599,114.438090624097,30.453065853726,0,2017,1,2.98
中南一路燃料宿舍,33079,武昌,中南丁字桥,(武昌中南丁字桥)中南一路64号,业主自筹物业,武汉市市政建设集团有限公司,4,171,114.333732,30.546836,114.321754386603,30.5432835037085,2,1991,1,0.7
江花庭院,33295,江岸,三阳路,(江岸三阳路)中山大道1011号,业主自筹物业,无开发商,3,252,114.3089954797,30.6028715173,114.29697312859,30.5996330891626,1,2000,2,1.0
纯水岸东湖天屿一期,33340,洪山,东湖东亭,(洪山东湖东亭)欢乐大道166号,深圳市华侨城物业服务有限公司武汉分公司,武汉华侨城实业发展有限公司,11,2462,114.391217,30.595413,114.379206948942,30.5916093521623,0,2013,1,3.6
金色华府,33344,江岸,育才花桥,(江岸育才花桥)解放公园路83号,武汉市福星惠誉物业管理有限公司,武汉福星惠誉房地产有限责任公司,10,1261,114.29299839006,30.614697638024,114.280999458248,30.6113936042011,3,2006,3,1.4
东一路17号,33424,武昌,水果湖,(武昌水果湖)东一路17号,暂无信息,暂无信息,1,90,114.350773,30.547769,114.338844016454,30.5439013395681,2,1998,1,-1.0
泛海国际兰海园三期碧海园,33435,江汉,CBD西北湖,(江汉CBD西北湖)武汉中央商务区淮海路中段（地铁范湖站附近）,泛海物业管理武汉有限公司,武汉中央商务区建设投资股份有限公司,2,192,114.255442,30.606751,114.243599108193,30.6029033155353,3,2017,1,4.85
汉街壹号公馆,33596,洪山,楚河汉街,(洪山楚河汉街)中北路171号,大连万达物业管理有限公司武汉分公司,武汉万达东湖置业有限公司,7,1111,114.348386,30.5652,114.336465012341,30.561367805461,4,2014,3,4.5
御才名仕,33667,江岸,育才花桥,(江岸育才花桥)惠 济一路,武汉万嘉物业管理有限公司,武汉昇祥房地产开发有限公司,2,823,114.294528,30.61745,114.28252081178,30.6141594463631,3,2016,1,2.5
建筑设计院西区,33713,武昌,中南丁字桥,(武昌中南丁字桥)中南路21号,业主自筹物业,无开发商,10,561,114.33971901745,30.547573429728,114.327760921006,30.5439023858832,2,1996,3,0.6
水果湖横路7号,33901,武昌,水果湖,(武昌水果湖)水果湖横路7号,无物业管理服务,武汉市城乡建设开发公司,1,84,114.34965,30.552555,114.337723060812,30.548704250643,2,0,3,-1.0
胜利街359号,33912,江岸,黄埔永清,(江岸黄埔永清)胜利街359号,暂无信息,暂无信息,1,42,114.316822,30.611978,114.304792031839,30.6086748576647,0,0,0,-1.0
湖北省统计局宿舍,33956,武昌,水果湖,(武昌水果湖)东一路17号,单位代管物业,武汉市市政建设集团有限公司,6,330,114.350373,30.545934,114.338441539625,30.5420725372074,2,1999,1,0.5
解放大道845号附1号,34007,硚口,宝丰崇仁,(硚口宝丰崇仁)解放大道845号附1号,暂无信息,暂无信息,1,16,114.253991,30.581923,114.242170867588,30.5780787639699,1,0,0,-1.0
世纪江尚,34095,江汉,前进江汉,(江汉前进江汉)沿江大道246号,和记黄埔物业公司,和记黄埔地产（武汉江汉南）有限公司,14,3843,114.301548,30.58126,114.289553227255,30.5780362419321,2,2012,3,12.5
水果湖路252号,34137,武昌,水果湖,(武昌水果湖)水果湖路252号,暂无信息,暂无信息,1,24,114.353808,30.553382,114.34188907618,30.5494713695287,4,1998,1,-1.0
东一路9号,34188,武昌,水果湖,(武昌水果湖)东一路9号,暂无信息,暂无信息,1,108,114.35032,30.549364,114.338391590712,30.545503102498,2,0,1,-1.0
半岛豪庭,34210,江岸,三阳路,(江岸三阳路)解放公园路37号,武汉德宏物业管理有限公司,武汉德宏房地产开发有限公司,1,176,114.309785,30.608351,114.297756258171,30.6051055712728,1,2004,2,1.2
万科润园,34413,武昌,徐东,(武昌徐东)才华街润园路8号,武汉万科物业管理有限公司,武汉万科天诚房地产有限公司,8,155,114.35199018316,30.60225002725,114.340060799762,30.5983451702435,8,2006,3,3.5
昌年社区,34465,江岸,三阳路,(江岸三阳路)胜利街昌年社区,无物业管理服务,无开发商,5,201,114.30845890553,30.598693738783,114.296441285346,30.5954599680512,1,1995,3,-1.0
越秀国际金融汇二期,34474,江汉,武广万松园,(江汉武广万松园)精武路1号,越秀（武汉）物业服务有限公司,暂无信息,5,602,114.282599,30.593384,114.270668055193,30.5899506226924,1,2016,1,4.8
发改委宿舍(洪山侧路),34660,武昌,水果湖,"(武昌水果湖)洪山侧路24号, 东一路19号",街道办事处（居委会）代管物业,武汉市市政建设集团有限公司,8,279,114.35442,30.54635,114.342495567238,30.5424321654365,0,0,3,0.6
坐标城九台别墅,34660,东湖高新,关山大道,(东湖高新关山大道)南湖大道坐标城九台别墅,湖北水蓝郡物业管理有限公司,湖北长城建设实业有限公司,36,590,114.41894411546,30.482050050885,114.406829438857,30.4786817046127,0,2011,0,3.98
慈德里小区,34677,江岸,前进江汉,(江岸前进江汉)保成路,无物业管理服务,武汉市市政建设集团有限公司,1,121,114.29562251887,30.589684254722,114.283639454848,30.5864211751821,1,1991,1,-1.0
晋合世家,34814,江岸,育才花桥,(江岸育才花桥)建设大道1051号,晋合物业管理（苏州）有限公司武汉分公司,武汉晋合置业有限公司,3,390,114.301674,30.622956,114.289641695019,30.6197073641705,8,2008,3,3.25
梦湖香郡,34895,江岸,塔子湖,(江岸塔子湖)塔子湖东路111号,新世界发展（武汉）物业管理有限公司,新世界发展(武汉)有限公司,488,965,114.28274429219,30.653580882669,114.270783869719,30.6501188067504,8,2013,1,3.15
七医院宿舍,34896,武昌,中南丁字桥,(武昌中南丁字桥)中南二路6号,街道办事处（居委会）代管物业,无开发商,6,225,114.338506,30.547244,114.32654383933,30.5435968778996,2,1995,1,0.3
纯水岸东湖天屿二期,34950,洪山,东湖东亭,(洪山东湖东亭)欢乐大道162号,深圳市华侨城物业服务有限公司武汉分公司,武汉华侨城实业发展有限公司,15,2222,114.386788,30.593773,114.37480198596,30.5899014902001,0,2014,1,3.6
同馨花园雍豪府,35042,硚口,宝丰崇仁,(硚口宝丰崇仁)解放大道582号,戴德梁行顾问有限公司,武汉江华房地产开发公司,8,2188,114.26280897799,30.580451407868,114.250971923738,30.5767003194544,1,2014,1,3.0
湖北省教育科学研究院宿舍,35079,武昌,水果湖,(武昌水果湖)水果湖青年路56号,暂无信息,暂无信息,1,80,114.355983,30.556581,114.344069259143,30.552643761121,0,0,0,-1.0
金桥半山花园,35084,汉阳,钟家村,(汉阳钟家村)梅岩村58号,湖北美和物业管理有限公司,中铁大桥局集团武汉置业发展有限公司,17,52,114.28092,30.554743,114.268997224221,30.5512951045087,4,2005,0,1.1
六合新界,35106,江岸,三阳路,(江岸三阳路)胜利街315号,武汉东泰物业管理有限公司,武汉合记置业有限公司,5,663,114.31382178492,30.606648724528,114.301795186279,30.6033781146488,1,2006,2,1.5
水果湖路19号,35127,武昌,水果湖,(武昌水果湖)水果湖路19号,暂无信息,暂无信息,1,60,114.351473,30.55353,114.339550459728,30.5496514954686,2,1998,1,-1.0
中南一路测绘局宿舍,35133,武昌,中南丁字桥,(武昌中南丁字桥)中南一路50号,无物业管理服务,武汉市市政建设集团有限公司,9,312,114.335313,30.546269,114.323339847397,30.5426853055732,2,1998,1,0.5
